r1_s1,r2_s1,r3_s1,r4_s1,r5_s1,r6_s1,r7_s1,r8_s1,r9_s1,r10_s1,c1_s1,c2_s1,c3_s1,outside_s1,r1_s2,r2_s2,r3_s2,r4_s2,r5_s2,r6_s2,r7_s2,r8_s2,r9_s2,r10_s2,c1_s2,c2_s2,c3_s2,outside_s2,r1_s3,r2_s3,r3_s3,r4_s3,r5_s3,r6_s3,r7_s3,r8_s3,r9_s3,r10_s3,c1_s3,c2_s3,c3_s3,outside_s3,r1_s4,r2_s4,r3_s4,r4_s4,r5_s4,r6_s4,r7_s4,r8_s4,r9_s4,r10_s4,c1_s4,c2_s4,c3_s4,outside_s4,r1_s5,r2_s5,r3_s5,r4_s5,r5_s5,r6_s5,r7_s5,r8_s5,r9_s5,r10_s5,c1_s5,c2_s5,c3_s5,outside_s5
0.7469879518072289,0.17857142857142858,0.10344827586206896,0.225,0.007633587786259542,0.09090909090909091,0.2727272727272727,0.0,0.03333333333333333,0.0875,0.18604651162790697,0.0,0.0962962962962963,0,0.6164050409020562,0.21060782036391792,0.1359278059785674,0.2042194092827004,0.12594277505087992,0.3310810810810811,0.21711131554737811,0.22249093107617895,0.16646670665866828,0.11261980830670927,0.1378463696948439,0.24505494505494504,0.10047063638223859,0.3584905660377358,0.5877750611246944,0.21023622047244095,0.1347233360064154,0.17286245353159851,0.07961238837165115,0.1863013698630137,0.14227086183310533,0.21671826625386997,0.2054421768707483,0.11099899091826437,0.14995787700084245,0.2864321608040201,0.08383874420264002,0.13793103448275862,0.6482832618025751,0.18772563176895307,0.1355343179843614,0.20557156580211336,0.12044937428896474,0.37438423645320196,0.194,0.1889400921658986,0.19093959731543625,0.15392706872370265,0.14109926168990977,0.25235849056603776,0.1127659574468085,0.34177215189873417,0.5833333333333333,0.07142857142857142,0.0,0.0,0.0,0,0.0,0,0.0,0.0625,0.0,0.0,0.02631578947368421,0.0
0.08433734939759036,0.4821428571428571,0.05172413793103448,0.2,0.030534351145038167,0.18181818181818182,0.13636363636363635,0.125,0.06666666666666667,0.1,0.19767441860465115,0.20512820512820512,0.15555555555555556,0,0.11518903382710591,0.48393341076267904,0.0772701635645798,0.19071729957805908,0.03926732910331617,0.10641891891891891,0.19595216191352346,0.16324062877871826,0.0611877624475105,0.15335463258785942,0.16801122413188355,0.15714285714285714,0.1338244321669736,0.3490566037735849,0.13007334963325184,0.49133858267716535,0.11868484362469928,0.19516728624535315,0.02774083222496675,0.0547945205479452,0.16279069767441862,0.1826625386996904,0.11972789115646258,0.14177598385469223,0.2072451558550969,0.1884422110552764,0.13342846949696754,0.1206896551724138,0.11094420600858369,0.5014440433212997,0.07761366927309586,0.1642651296829971,0.03768486916951081,0.10344827586206896,0.221,0.18125960061443933,0.08322147651006712,0.1770687237026648,0.1804757998359311,0.15330188679245282,0.14515366430260046,0.24050632911392406,0.16666666666666666,0.5714285714285714,0.0004901960784313725,0.0,0.08108108108108109,0,0.25,0,0.3333333333333333,0.0625,0.0,0.045454545454545456,0.0,0.0
0.07228915662650602,0.08928571428571429,0.5,0.0,0.06870229007633588,0.18181818181818182,0.09090909090909091,0.25,0.26666666666666666,0.0125,0.011627906976744186,0.1282051282051282,0.022222222222222223,0,0.0853415874419633,0.0921409214092141,0.6026508742244783,0.09367088607594937,0.05722494912007662,0.12331081081081081,0.08923643054277829,0.10519951632406288,0.07828434313137372,0.11794462193823216,0.1431076815152578,0.1,0.08205443012072847,0.11320754716981132,0.05623471882640587,0.10236220472440945,0.4987971130713713,0.1412639405204461,0.04218126543796314,0.0821917808219178,0.09849521203830369,0.14241486068111456,0.05782312925170068,0.08425832492431887,0.17944397641112048,0.12311557788944724,0.07491972886193364,0.06896551724137931,0.07446351931330472,0.09530685920577617,0.6061395887633941,0.15273775216138327,0.053469852104664393,0.12807881773399016,0.136,0.1259600614439324,0.060067114093959734,0.10343618513323984,0.15586546349466776,0.11202830188679246,0.09574468085106383,0.1518987341772152,0.0,0.14285714285714285,0.5078431372549019,0.1111111111111111,0.0,0,0.0,0,0.0,0.375,0.34210526315789475,0.18181818181818182,0.23684210526315788,0.32067968185104845
0.024096385542168676,0.10714285714285714,0.05172413793103448,0.25,0.1297709923664122,0.0,0.045454545454545456,0.0,0.36666666666666664,0.05,0.09302325581395349,0.1794871794871795,0.02962962962962963,0,0.033163829316825114,0.051877661633759196,0.0386350817822899,0.3738396624472574,0.04465461510834431,0.060810810810810814,0.04783808647654094,0.03990326481257558,0.04109178164367126,0.030085197018104366,0.04033672395650649,0.051648351648351645,0.023122570083896052,0.04716981132075472,0.02982885085574572,0.06299212598425197,0.061748195669607056,0.3568773234200744,0.041041231236937106,0.03287671232876712,0.030095759233926128,0.07120743034055728,0.07755102040816327,0.01564076690211907,0.039595619208087615,0.0728643216080402,0.016054227613271493,0.034482758620689655,0.02832618025751073,0.04909747292418772,0.04546770923834347,0.34293948126801155,0.049630261660978385,0.06157635467980296,0.041,0.05222734254992319,0.05536912751677853,0.021388499298737727,0.034454470877768664,0.05188679245283019,0.01867612293144208,0.05063291139240506,0.08333333333333333,0.0,0.0004901960784313725,0.11111111111111116,0.0,0,0.0,0,0.16666666666666666,0.1875,0.0,0.045454545454545456,0.02631578947368421,0.00036153289949385393
0.0,0.017857142857142856,0.0,0.225,0.4427480916030534,0.0,0.0,0.0,0.0,0.1125,0.12790697674418605,0.0,0.1111111111111111,0,0.08246738890117179,0.04258614014711576,0.05640157924421884,0.07257383966244725,0.32658924937148326,0.057432432432432436,0.06899724011039558,0.09068923821039904,0.0020995800839832034,0.24866879659211927,0.1673097158891617,0.02857142857142857,0.18498056067116841,0.05660377358490566,0.08997555012224939,0.05669291338582677,0.044105854049719326,0.08178438661710037,0.32243967319019573,0.03287671232876712,0.06155950752393981,0.11455108359133127,0.008843537414965987,0.17658930373360243,0.2426284751474305,0.06532663316582915,0.12557973599714592,0.08620689655172414,0.06587982832618025,0.03935018050541516,0.0333043730089777,0.07108549471661864,0.45193401592718996,0.04926108374384237,0.061,0.07834101382488479,0.005704697986577181,0.15813464235624122,0.16981132075471697,0.03537735849056604,0.1148936170212766,0.06329113924050633,0.08333333333333333,0.21428571428571427,0.0,0.0,0.3783783783783784,0,0.0,0,0.0,0.25,0.0,0.0,0.23684210526315788,0.0
0.012048192771084338,0.0,0.0,0.0,0.007633587786259542,0.5454545454545454,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0,0.0013265531726730046,0.003484320557491289,0.0025380710659898475,0.004219409282700422,0.00442954627080091,0.14864864864864868,0.0027598896044158236,0.0012091898428053204,0.0008998200359928015,0.003993610223642172,0.002104524728165556,0.005494505494505495,0.0022508696541845715,0.0,0.0019559902200488996,0.0007874015748031496,0.0008019246190858059,0.0037174721189591076,0.0030400912027360822,0.18356164383561646,0.0013679890560875513,0.0030959752321981426,0.0020408163265306124,0.0015136226034308778,0.004212299915754001,0.005025125628140704,0.003210845522654299,0.0,0.0027896995708154505,0.0010830324909747292,0.0017376194613379669,0.002881844380403458,0.0035551763367463025,0.12068965517241381,0.003,0.0015360983102918587,0.0016778523489932886,0.0035063113604488078,0.003281378178835111,0.00589622641509434,0.00425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.017857142857142856,0.0,0.025,0.03816793893129771,0.0,0.40909090909090906,0.0,0.0,0.0125,0.0,0.0,0.007407407407407408,0,0.018571744417422063,0.029036004645760744,0.01748448956570784,0.015189873417721518,0.05076020591404286,0.052364864864864864,0.32474701011959517,0.026602176541717048,0.03479304139172166,0.0029286474973375934,0.0007015082427218519,0.020879120879120878,0.007366482504604052,0.02830188679245283,0.017603911980440097,0.048031496062992125,0.04971932638331997,0.016728624535315983,0.048641459243777316,0.024657534246575342,0.2900136798905609,0.04953560371517028,0.09387755102040816,0.0030272452068617556,0.0016849199663016006,0.04020100502512563,0.011059579022475919,0.0,0.01351931330472103,0.032490974729241874,0.029539530842745437,0.01729106628242075,0.0507679180887372,0.05172413793103448,0.28900000000000003,0.03225806451612903,0.06543624161073826,0.0038569424964936885,0.0008203445447087777,0.025943396226415096,0.010401891252955082,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0.75,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0,0.007296042449701525,0.009678668215253582,0.005076142131979695,0.006751054852320675,0.03531665269962887,0.006756756756756757,0.011959521619135235,0.33373639661426846,0.01739652069586083,0.002129925452609159,0.0,0.00989010989010989,0.0024554941682013503,0.0,0.007823960880195598,0.012598425196850394,0.012830793905372895,0.007434944237918215,0.02299068972069162,0.00821917808219178,0.006839945280437756,0.2321981424148607,0.04149659863945578,0.0015136226034308778,0.0016849199663016006,0.007537688442211055,0.0017838030681412772,0.0,0.006008583690987125,0.009386281588447653,0.008977700550246163,0.007684918347742555,0.02431740614334471,0.022167487684729065,0.012,0.31182795698924726,0.028523489932885907,0.001402524544179523,0.0016406890894175555,0.003537735849056604,0.0016548463356973995,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.0,0,0.0017687375635640063,0.003484320557491289,0.0014100394811054709,0.0016877637130801688,0.00562672093858494,0.005067567567567568,0.0009199632014719411,0.0,0.5065986802639473,0.002129925452609159,0.0014030164854437039,0.008791208791208791,0.0010231225700838961,0.009433962264150943,0.020537897310513448,0.02047244094488189,0.007217321571772253,0.0037174721189591076,0.018620558616758504,0.0027397260273972603,0.0027359781121751026,0.009287925696594427,0.5074829931972789,0.0025227043390514633,0.0016849199663016006,0.007537688442211055,0.0014270424545130217,0.0,0.014377682403433477,0.01768953068592058,0.00405444540978859,0.0019212295869356388,0.015927189988623434,0.0049261083743842365,0.002,0.006144393241167435,0.41711409395973154,0.003155680224403927,0.0012305168170631665,0.008254716981132075,0.0030732860520094564,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.55,0.046511627906976744,0.0,0.0,0,0.0289630776033606,0.04490902051877662,0.046249294980259446,0.02362869198312236,0.18675924817430864,0.0929054054054054,0.020239190432382703,0.013301088270858524,0.07108578284343131,0.3000532481363152,0.001052262364082778,0.038461538461538464,0.016983834663392674,0.0,0.016625916870415647,0.04173228346456693,0.04490777866880513,0.01858736059479554,0.10887326619798594,0.038356164383561646,0.005471956224350205,0.018575851393188854,0.08503401360544217,0.28254288597376387,0.0,0.020100502512562814,0.013913663931501962,0.0,0.021030042918454936,0.04368231046931408,0.035331595713872,0.01825168107588857,0.11049488054607509,0.06403940886699508,0.011,0.010752688172043012,0.0691275167785235,0.35168302945301544,0.0008203445447087777,0.01768867924528302,0.013002364066193853,0.012658227848101266,0.0,0.0,0.0004901960784313725,0.2222222222222222,0.32432432432432434,0,0.0,0,0.0,0.0625,0.02631578947368421,0.045454545454545456,0.05263157894736842,0.0
